order_id,clinic_id,product_id,product_name,category,order_date,quantity,delivered_to,delivery_time,current_stock,order_date_clean
L6A0N5,Cl_38,P17,Melag Vacuclave 105Autoclave,dental autoclaves,9/6/2022,4,Navasari-Gujarat,8,11,9/6/2022
O3S8Q8,Cl_43,P84,Piezo-X Advanced Piezosurgery Unit,implant uni-verse,12/19/2025,7,Alappuzha,3,8,12/19/2025
I6D9Z1,Cl_99,P208,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,2/6/2023,9,Malappuram,7,3,2/6/2023
T4T1Z2,Cl_97,P64,Tealth 45 Degree High Speed Air Rotor,dental handpeice,6/19/2024,9,Seawood,6,26,6/19/2024
T8D7M7,Cl_27,P144,Micro NX Micromotor (Table Top),dental micromotor,9/13/2022,9,Rohini,4,24,9/13/2022
M3Q2V5,Cl_9,P119,3Shape F8 Dental Lab Scanner,dental lab scanner,3/23/2024,1,Bargarh,3,1,3/23/2024
R3X3W9,Cl_18,P58,Tornado Super Torque Push Button,dental handpeice,9/23/2025,4,Rajkot,6,30,9/23/2025
W0R6C1,Cl_34,P81,CoxoSurgic-X,implant uni-verse,10/20/2024,2,Yamuna Nagar,5,8,10/20/2024
D4T2R5,Cl_19,P36,Biolase Soft Tissue Laser  Epic X,dental lasers,9/29/2023,9,Boriwali,4,0,9/29/2023
J8Z9S1,Cl_96,P34,Gnatus Timex 70E ACX-ray,imaging,1/15/2020,8,Guwahati,9,2,1/15/2020
T1D6Y9,Cl_58,P55,Woodpecker HP33 Air Rotor Handpiece,dental handpeice,10/25/2023,1,Mallapuram,9,91,10/25/2023
T1I4K4,Cl_55,P26,Carestream RVGCS 5200,imaging,6/20/2025,7,Belgaum,6,1,6/20/2025
H6K0A8,Cl_55,P150,Woodpecker Endomotor,endomotors,7/8/2022,1,Belgaum,8,25,7/8/2022
L7K5D2,Cl_96,P89,iD1 lmplantLocator,implant uni-verse,7/21/2021,4,Guwahati,7,8,7/21/2021
O7D8S4,Cl_60,P194,TPC Handpiece Lubricating Unit,dental handpiece lubrication machine,12/17/2024,8,Ghatkopar,6,61,12/17/2024
F8A0J7,Cl_15,P178,Phrozen Sonic Mighty 12K,dental 3d printer,5/23/2020,4,Okhla,3,5,5/23/2020
K7R4T6,Cl_36,P170,BeSmile Aconia ST Preshade Zirconia,lab consumables,2/24/2024,7,Malappuram,7,225,2/24/2024
L4V7C6,Cl_92,P135,Arum 5x-500 Dental Milling Machine,dental milling machine,8/4/2025,1,Ghaziabad,6,1,8/4/2025
Y2S8X5,Cl_53,P76,Tealth External Irrigation Straight HeadLow SpeedHandpiece,dental handpeice,8/23/2021,1,Malappuram,7,90,8/23/2021
H0B3V6,Cl_54,P221,Yahope 3D-Optix,digital magnification,1/2/2025,10,Varanasi,7,3,1/2/2025
D7Q0Z4,Cl_1,P105,3ShapeTRIOS 3,intraoral scanner,8/22/2023,8,Surat,7,1,8/22/2023
A0Z1L7,Cl_39,P46,NSK S-Max SG20 Handpiece,dental handpeice,12/29/2024,1,Salem,9,70,12/29/2024
Y7B8H7,Cl_43,P120,3Shape E2 Dental Lab Scanner,dental lab scanner,9/15/2025,3,Alappuzha,4,4,9/15/2025
P1S4Q3,Cl_43,P147,NSK Endo Mate DT Endomotor,endomotors,1/3/2025,1,Alappuzha,6,17,1/3/2025
H3K2C9,Cl_70,P19,Runyes Feng 23LClass B Autoclave,dental autoclaves,12/27/2020,10,Dehradun,5,11,12/27/2020
W6V7U0,Cl_78,P71,Tealth 1:5 Fiber Optic Contra AngleHandpiece,dental handpeice,2/17/2020,2,Rajkot,7,56,2/17/2020
M9K9P8,Cl_43,P178,Phrozen Sonic Mighty 12K,dental 3d printer,5/8/2024,9,Alappuzha,6,5,5/8/2024
U8T5L2,Cl_89,P163,NSKViva Ace,physiodispensor and piezosurgery units,10/29/2025,1,Kottayam,6,8,10/29/2025
U0B3G6,Cl_87,P176,Shining 3D AccuFab-L4K 3D Printer,dental 3d printer,9/27/2020,8,Pune,10,4,9/27/2020
N9V1P3,Cl_37,P35,Runyes Portable Dental X-Ray (Gun-Type),dental x-ray,7/3/2025,5,Belgaum,8,6,7/3/2025
F1W6O6,Cl_54,P218,CLINIC SET UP KIT 2 (Package-II),dental instruments,3/4/2022,10,Varanasi,5,4,3/4/2022
B1O2Y6,Cl_14,P55,Woodpecker HP33 Air Rotor Handpiece,dental handpeice,5/13/2020,2,Okhla,2,95,5/13/2020
V6P4Z4,Cl_79,P112,Metismile Dental Face Scanner,intraoral scanner,7/1/2021,10,Rewari,5,1,7/1/2021
Z0S2M0,Cl_49,P186,Mihmvogt Tabeo Dental Sintering Furnace,dental sintering furnace,9/30/2025,10,Jalgaon,7,7,9/30/2025
S9U8C5,Cl_52,P14,Runyes Rapiclave 5L Autoclave,dental autoclaves,2/7/2021,4,Malappuram,9,5,2/7/2021
I5Z2K6,Cl_89,P54,NSK Dyna LED Handpiece,dental handpeice,9/6/2022,8,Kottayam,9,52,9/6/2022
U6U4V2,Cl_88,P46,NSK S-Max SG20 Handpiece,dental handpeice,10/20/2023,3,Ambala,2,57,10/20/2023
O0V5N2,Cl_95,P102,Trios 5 IntraoralScanner,intraoral scanner,12/21/2022,4,Sangli,5,3,12/21/2022
Z2B0Z8,Cl_55,P55,Woodpecker HP33 Air Rotor Handpiece,dental handpeice,9/12/2021,4,Belgaum,4,51,9/12/2021
L7H2C1,Cl_70,P155,CoxoSurgic-X,physiodispensor and piezosurgery units,12/4/2025,1,Dehradun,2,3,12/4/2025
K1B0N6,Cl_92,P13,Runyes Feng 23L Touch Screen,dental autoclaves,5/28/2023,10,Ghaziabad,6,5,5/28/2023
L5Y5K8,Cl_13,P186,Mihmvogt Tabeo Dental Sintering Furnace,dental sintering furnace,9/30/2021,9,Kurla,4,1,9/30/2021
W8M0J4,Cl_59,P188,Woodpecker DTE U6LED Scaler,ultrasonic scalers,5/20/2024,3,Yavatmal,5,28,5/20/2024
M6W7F2,Cl_35,P193,LubriMax 5 Pro,dental handpiece lubrication machine,10/15/2025,10,Mumbai,9,22,10/15/2025
K4W4M7,Cl_87,P50,NSK S-Max M95 Handpiece,dental handpeice,10/2/2024,9,Pune,5,95,10/2/2024
M6T2B3,Cl_41,P140,Tulip Digital LED Curing Light,light cure unit,5/22/2025,2,Nerul,10,21,5/22/2025
A2P7F3,Cl_58,P58,Tornado Super Torque Push Button,dental handpeice,1/24/2022,7,Mallapuram,5,99,1/24/2022
W2P3K6,Cl_36,P32,Genoray Port XIII Portable X-Ray,imaging,3/12/2024,10,Malappuram,8,3,3/12/2024
E4W0F4,Cl_16,P79,Tealth Internal Irrigation Straight Head Low Speed Handpiece,dental handpeice,10/29/2021,9,Okhla,3,76,10/29/2021
B7D0I8,Cl_65,P17,Melag Vacuclave 105Autoclave,dental autoclaves,10/16/2023,4,Erode,7,10,10/16/2023
J6Q9Z8,Cl_25,P130,Roland DWX 52 Di Plus Milling Machine,dental milling machine,8/8/2020,1,Boriwali,6,1,8/8/2020
D3N9U9,Cl_11,P184,Zotion F2 Dental Sintering Furnace,dental sintering furnace,9/8/2020,1,Goregaon,10,9,9/8/2020
I2A5U8,Cl_7,P206,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,9/28/2024,2,Muzzaffar Nagar,5,2,9/28/2024
Z3D9X3,Cl_38,P107,Aoralscan LyncIntraoral Scanner,intraoral scanner,1/11/2024,5,Navasari-Gujarat,8,1,1/11/2024
U0P8N0,Cl_29,P41,NSK Pana Air PAF-SU B2 Handpiece,dental handpeice,6/24/2020,3,Ropar,5,20,6/24/2020
Z5C6L5,Cl_45,P61,Tornado Contra-Angle Handpiece,dental handpeice,6/19/2024,10,Malappuram,8,28,6/19/2024
X0Q1H1,Cl_13,P132,Arum 5x-200 Milling Machine,dental milling machine,12/11/2020,2,Kurla,7,1,12/11/2020
W4S9W2,Cl_49,P103,Trios 4 IntraoralScanner,intraoral scanner,10/14/2020,10,Jalgaon,4,1,10/14/2020
X7N8E8,Cl_88,P130,Roland DWX 52 Di Plus Milling Machine,dental milling machine,10/22/2024,1,Ambala,6,2,10/22/2024
V2F5V9,Cl_60,P62,Tornado Straight Handpiece,dental handpeice,9/23/2025,2,Ghatkopar,9,70,9/23/2025
Y2R9I8,Cl_28,P219,CLINIC SET UP KIT 1 (Package-I),dental instruments,12/12/2025,8,Jalandhar,2,6,12/12/2025
H6S2A6,Cl_10,P43,NSK FX Plus With ARV Handpiece,dental handpeice,12/12/2021,10,Kannur,5,99,12/12/2021
G6I3Q2,Cl_87,P118,Shining 3D AoralScan 2 Intraoral Scanner,face scanner,4/11/2021,2,Pune,6,4,4/11/2021
P0L1Z3,Cl_55,P71,Tealth 1:5 Fiber Optic Contra AngleHandpiece,dental handpeice,9/2/2023,4,Belgaum,8,21,9/2/2023
M9K1O7,Cl_84,P169,BeSmile Aconia ST White Zirconia,lab consumables,3/18/2020,4,Vasant Kunj,3,73,3/18/2020
P7N7B9,Cl_41,P182,GLB 120M Metal 3D Printer,dental 3d printer,4/3/2021,9,Nerul,10,4,4/3/2021
Y0N1N7,Cl_4,P59,Tornado Super Torque Handpiece,dental handpeice,11/18/2020,4,Raipur,9,62,11/18/2020
W0X1O3,Cl_28,P18,Dental WaterDistiller,dental autoclaves,10/17/2021,4,Jalandhar,6,12,10/17/2021
O7I5C8,Cl_75,P94,NSK Physiodispensor Surgic AP 2,physiodispensor unit,12/15/2024,10,Nandagaon,8,7,12/15/2024
H3T5U4,Cl_43,P67,Tealth Latch Type Contra Angle Low Speed Handpiece,dental handpeice,5/2/2020,1,Alappuzha,4,92,5/2/2020
U8U5M7,Cl_91,P188,Woodpecker DTE U6LED Scaler,ultrasonic scalers,9/6/2024,3,Nagercoil,9,22,9/6/2024
K5L0R7,Cl_52,P39,NSK FX 25 Contra Angle Handpiece,dental handpeice,1/8/2023,4,Malappuram,9,46,1/8/2023
F1S4D3,Cl_17,P128,Roland DWX-53 DC Milling Machine,dental milling machine,9/27/2023,7,Ludhinana,10,0,9/27/2023
H3P7T3,Cl_37,P152,BR Rap Endomotor,endomotors,10/20/2024,10,Belgaum,10,21,10/20/2024
F2Z0O7,Cl_39,P101,Helios 680 Intraoral Scanner,intraoral scanner,12/8/2023,4,Salem,9,3,12/8/2023
S5V5N5,Cl_95,P22,"Dynamic Compressor
Suction DAS001",dental compressors,1/31/2022,1,Sangli,5,13,1/31/2022
H1R4X1,Cl_84,P211,Diagnostic PMT Set Of 3 Pcs With Explorer D/E,dental instruments,8/20/2024,3,Vasant Kunj,5,1,8/20/2024
K2Z1T9,Cl_99,P17,Melag Vacuclave 105Autoclave,dental autoclaves,7/2/2023,4,Malappuram,5,9,7/2/2023
A3V0O6,Cl_14,P19,Runyes Feng 23LClass B Autoclave,dental autoclaves,1/31/2021,3,Okhla,3,10,1/31/2021
R4P9K1,Cl_2,P175,Fastform DeskFab X1 Metal 3D Printer,dental 3d printer,2/14/2024,8,Surat,8,2,2/14/2024
J7R5U8,Cl_62,P113,Shinning 3D E-Motion Workstation,intraoral scanner,3/19/2022,7,Mumbai,6,1,3/19/2022
M7P1T4,Cl_60,P162,NSKVarioSurg 4,physiodispensor and piezosurgery units,12/2/2020,8,Ghatkopar,7,2,12/2/2020
R1E2B7,Cl_23,P207,COMPOSITE FILLING INSTRUMENTS T.C.GOLD,dental instruments,7/12/2023,6,Ernakulam,6,10,7/12/2023
F4Z4F4,Cl_63,P197,Sony CCD Intraoral Camera,intraoral camera,5/22/2024,2,Jalna,8,2,5/22/2024
A1U5F0,Cl_57,P128,Roland DWX-53 DC Milling Machine,dental milling machine,4/2/2020,3,Salem,5,1,4/2/2020
X7Q8A6,Cl_71,P195,Dental RecordingSystem,intraoral camera,8/24/2025,4,Gurugram,5,4,8/24/2025
K1U2C2,Cl_42,P72,Tealth 20:1 LED Surgical Contra Angle Low Speed Handpiece,dental handpeice,1/25/2023,4,Sri Ganganagar,7,87,1/25/2023
L9B0U8,Cl_66,P51,NSK S-Max M25 Low Speed Handpiece,dental handpeice,5/19/2022,10,Bhopal,10,23,5/19/2022
T1C1X5,Cl_16,P159,Advance Piezosurgery Unit  Surgery X,physiodispensor and piezosurgery units,5/22/2023,5,Okhla,5,3,5/22/2023
Q6G8F5,Cl_45,P217,Extraction Forceps Set Of 14 Pcs,dental instruments,9/9/2025,5,Malappuram,7,6,9/9/2025
J7Z9S9,Cl_8,P162,NSKVarioSurg 4,physiodispensor and piezosurgery units,12/7/2021,8,Rajkot,7,6,12/7/2021
P5X7V7,Cl_20,P81,CoxoSurgic-X,implant uni-verse,6/1/2023,8,Kozhikode,4,8,6/1/2023
D0C4J0,Cl_48,P184,Zotion F2 Dental Sintering Furnace,dental sintering furnace,2/2/2020,5,Nashik,10,8,2/2/2020
S3L0S8,Cl_12,P143,Micro NX Clinical Dental Electric Micromotor,dental micromotor,3/5/2024,2,Varanasi,8,24,3/5/2024
Z2J6H1,Cl_75,P25,Xpect Vision Size 1Intraoral Sensor,imaging,3/18/2022,5,Nandagaon,8,2,3/18/2022
S7N3I5,Cl_32,P191,Inbuilt ScalerV3,ultrasonic scalers,2/12/2024,9,Alappuzha,2,28,2/12/2024
D0V8F5,Cl_28,P83,Coxo ImplantActivator,implant uni-verse,5/24/2025,9,Jalandhar,4,5,5/24/2025
T1N1N1,Cl_22,P51,NSK S-Max M25 Low Speed Handpiece,dental handpeice,11/2/2021,9,Kannur,7,81,11/2/2021
B5R5E6,Cl_78,P130,Roland DWX 52 Di Plus Milling Machine,dental milling machine,12/31/2020,4,Rajkot,6,0,12/31/2020
J1A9O7,Cl_54,P151,Stream X,endomotors,4/29/2022,3,Varanasi,9,21,4/29/2022
W2F7K8,Cl_78,P213,Root Elevators Set Of 9 Pcs With Cross Bar Elevators,dental instruments,10/7/2021,3,Rajkot,10,9,10/7/2021
F4C3R9,Cl_99,P90,iT3 Dental Implant Torque Wrench,implant uni-verse,8/11/2021,2,Malappuram,4,2,8/11/2021
X3V5B3,Cl_50,P58,Tornado Super Torque Push Button,dental handpeice,11/14/2023,8,Raipur,9,62,11/14/2023
S5C7M3,Cl_63,P140,Tulip Digital LED Curing Light,light cure unit,6/23/2023,5,Jalna,9,39,6/23/2023
Y7G6P6,Cl_90,P187,Woodpecker PT-3LED Scaler,ultrasonic scalers,7/22/2021,5,Rourkela,9,26,7/22/2021
U6J7R3,Cl_44,P8,Saevo S300,dental_chair,6/17/2021,9,Bhuj,6,3,6/17/2021
C0S6V5,Cl_3,P84,Piezo-X Advanced Piezosurgery Unit,implant uni-verse,9/13/2025,6,Chennai,8,5,9/13/2025
N3G7M8,Cl_64,P132,Arum 5x-200 Milling Machine,dental milling machine,7/17/2020,2,Chandigarh,6,1,7/17/2020
J4G7L2,Cl_61,P90,iT3 Dental Implant Torque Wrench,implant uni-verse,11/8/2021,5,Jaipur-Rajasthan,6,7,11/8/2021
I6T7Y0,Cl_45,P196,All-in-One PC Intraoral Camera,intraoral camera,5/21/2025,1,Malappuram,5,4,5/21/2025
O7V9M1,Cl_84,P204,Impression Trays Set Of 10 (Dentulas  Perforated),dental instruments,2/10/2022,8,Vasant Kunj,5,1,2/10/2022
R6Z8W6,Cl_89,P71,Tealth 1:5 Fiber Optic Contra AngleHandpiece,dental handpeice,1/14/2025,10,Kottayam,6,35,1/14/2025
X6D9Q2,Cl_64,P76,Tealth External Irrigation Straight HeadLow SpeedHandpiece,dental handpeice,1/13/2024,7,Chandigarh,3,69,1/13/2024
D6V5Z4,Cl_17,P177,Phrozen Sonic Mighty 4K 3D Printer,dental 3d printer,1/6/2022,10,Ludhinana,7,2,1/6/2022
C9A9T2,Cl_3,P156,Piezo-X Advanced Piezosurgery Unit,physiodispensor and piezosurgery units,12/26/2025,6,Chennai,7,2,12/26/2025
G8G3N9,Cl_97,P28,RAYSCAN ? 3D Dental CBCT,imaging,2/8/2025,10,Seawood,5,3,2/8/2025
J6Z8L0,Cl_98,P101,Helios 680 Intraoral Scanner,intraoral scanner,1/22/2023,4,Noida,3,2,1/22/2023
X6T7F5,Cl_60,P48,NSK MPASHead,dental handpeice,10/24/2025,8,Ghatkopar,6,84,10/24/2025
D3H6O8,Cl_57,P29,Genoray PAPAYA CUST OPG,imaging,2/18/2025,10,Salem,7,1,2/18/2025
K9V2M0,Cl_97,P218,CLINIC SET UP KIT 2 (Package-II),dental instruments,9/22/2021,6,Seawood,8,1,9/22/2021
O8K5Z8,Cl_50,P130,Roland DWX 52 Di Plus Milling Machine,dental milling machine,10/12/2024,8,Raipur,5,1,10/12/2024
X3N9K9,Cl_65,P59,Tornado Super Torque Handpiece,dental handpeice,5/24/2025,4,Erode,6,80,5/24/2025
U5W0Z0,Cl_4,P159,Advance Piezosurgery Unit  Surgery X,physiodispensor and piezosurgery units,5/10/2025,8,Raipur,7,8,5/10/2025
E3T4M8,Cl_88,P12,Dynamic Portable Dental Chair,dental_chair,5/26/2020,2,Ambala,5,5,5/26/2020
F9X0C6,Cl_84,P22,"Dynamic Compressor
Suction DAS001",dental compressors,10/26/2024,9,Vasant Kunj,3,11,10/26/2024
B3E5U8,Cl_79,P119,3Shape F8 Dental Lab Scanner,dental lab scanner,3/25/2022,9,Rewari,5,4,3/25/2022
M8N6L2,Cl_20,P145,Micro NX Micromotor (Chair Inbuilt),dental micromotor,11/9/2024,5,Kozhikode,8,12,11/9/2024
M9Z7V4,Cl_79,P174,Fastform FF-M140C Metal 3D Printer,dental 3d printer,5/1/2023,8,Rewari,5,1,5/1/2023
K2J6W3,Cl_42,P128,Roland DWX-53 DC Milling Machine,dental milling machine,9/8/2023,7,Sri Ganganagar,4,0,9/8/2023
N7F2C2,Cl_27,P99,NSKVarioSurg 4,physiodispensor unit,3/14/2025,1,Rohini,5,8,3/14/2025
R0B8T8,Cl_49,P94,NSK Physiodispensor Surgic AP 2,physiodispensor unit,3/12/2023,3,Jalgaon,5,7,3/12/2023
N4Q0P3,Cl_2,P43,NSK FX Plus With ARV Handpiece,dental handpeice,1/3/2020,6,Surat,4,69,1/3/2020
Z0C2E9,Cl_92,P98,Woodpecker Ultrasurgery LED,physiodispensor unit,2/28/2021,3,Ghaziabad,3,2,2/28/2021
W7H4U8,Cl_8,P152,BR Rap Endomotor,endomotors,1/20/2023,5,Rajkot,5,29,1/20/2023
B2S5A8,Cl_37,P5,Flare Dental Chair,dental_chair,9/6/2025,10,Belgaum,8,2,9/6/2025
M4N0N3,Cl_97,P137,Woodpecker DTE O-Light Plus Unit,light cure unit,9/8/2023,5,Seawood,7,10,9/8/2023
F9X5Y9,Cl_86,P33,Genoray Port X-IVe Portable X-Ray,imaging,6/19/2025,1,Calicut,7,2,6/19/2025
E2Y7L5,Cl_39,P125,Neomill Dental Milling Machine,dental milling machine,6/5/2022,2,Salem,4,2,6/5/2022
T7N8W4,Cl_92,P180,Asiga The Ultra 3D Printer,dental 3d printer,11/17/2021,7,Ghaziabad,2,0,11/17/2021
H4M7O8,Cl_94,P89,iD1 lmplantLocator,implant uni-verse,9/24/2022,6,Pune,8,6,9/24/2022
N7A2Y8,Cl_75,P60,Tornado Air Motor Dental Handpiece,dental handpeice,2/5/2020,8,Nandagaon,5,49,2/5/2020
K2Q2W4,Cl_64,P87,Yahope3D-Optix,implant uni-verse,1/25/2022,7,Chandigarh,4,6,1/25/2022
Z1B4S1,Cl_13,P200,Rubber Dam Kit  Paedo With 6 Clamps & Clamp Holder,dental instruments,10/18/2020,9,Kurla,8,2,10/18/2020
D3Z1N9,Cl_38,P142,NSK NLZE Dental Electric Micromotor,dental micromotor,9/21/2024,7,Navasari-Gujarat,5,24,9/21/2024
T2J2A8,Cl_29,P31,Genoray PAPAYA 3D Premium Plus CBCT,imaging,8/23/2022,2,Ropar,3,2,8/23/2022
V2U6Z5,Cl_41,P98,Woodpecker Ultrasurgery LED,physiodispensor unit,8/9/2025,2,Nerul,7,8,8/9/2025
T7B6W6,Cl_17,P137,Woodpecker DTE O-Light Plus Unit,light cure unit,2/17/2020,2,Ludhinana,10,24,2/17/2020
T3P3L5,Cl_15,P169,BeSmile Aconia ST White Zirconia,lab consumables,1/27/2023,5,Okhla,4,414,1/27/2023
U7G7D4,Cl_5,P82,Coxo PTMaster,implant uni-verse,6/21/2021,10,Thane,6,5,6/21/2021
I0D2M0,Cl_39,P106,EliteIntraoral Scanner,intraoral scanner,8/7/2024,4,Salem,5,3,8/7/2024
R9D8X0,Cl_65,P213,Root Elevators Set Of 9 Pcs With Cross Bar Elevators,dental instruments,10/24/2025,7,Erode,6,4,10/24/2025
G2P3H6,Cl_43,P96,Advance Piezosurgery Unit  Surgery X,physiodispensor unit,1/6/2022,5,Alappuzha,3,7,1/6/2022
N1D5P8,Cl_70,P205,LUXATOMESET OF9 Pcs,dental instruments,7/24/2020,1,Dehradun,2,1,7/24/2020
M5V6M4,Cl_75,P182,GLB 120M Metal 3D Printer,dental 3d printer,9/19/2020,7,Nandagaon,5,2,9/19/2020
C6L2G7,Cl_6,P208,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,12/4/2024,6,Indore,7,2,12/4/2024
A3D4I2,Cl_25,P202,Impression Trays Set Of 8 (E-Dentulas-Non-Perforated),dental instruments,2/5/2023,5,Boriwali,7,7,2/5/2023
F8E5G4,Cl_9,P114,Aoralscan 2 Intraoral Scanner,intraoral scanner,10/21/2022,10,Bargarh,4,4,10/21/2022
S0U8O7,Cl_99,P77,Tealth External Irrigation Surgical Straight Head Low SpeedHandpiece,dental handpeice,4/29/2020,2,Malappuram,4,31,4/29/2020
O0D2P4,Cl_6,P109,Aoralscan 3 Intraoral Scanner,intraoral scanner,9/20/2020,1,Indore,7,1,9/20/2020
H4E7R3,Cl_3,P87,Yahope3D-Optix,implant uni-verse,12/12/2021,2,Chennai,10,6,12/12/2021
F0Q1V5,Cl_54,P142,NSK NLZE Dental Electric Micromotor,dental micromotor,1/1/2025,3,Varanasi,7,27,1/1/2025
R3B1V1,Cl_45,P45,NSK Ti-Max X DSG20L Handpiece,dental handpeice,11/27/2023,9,Malappuram,9,94,11/27/2023
S0J7F6,Cl_69,P9,Saevo S200,dental_chair,12/17/2021,8,Salem,6,5,12/17/2021
C0S0H0,Cl_71,P155,CoxoSurgic-X,physiodispensor and piezosurgery units,2/3/2025,1,Gurugram,4,4,2/3/2025
H5C8E3,Cl_31,P137,Woodpecker DTE O-Light Plus Unit,light cure unit,6/15/2020,4,Bhuveshwar,9,39,6/15/2020
Z3E2I5,Cl_28,P89,iD1 lmplantLocator,implant uni-verse,1/7/2020,10,Jalandhar,6,4,1/7/2020
R1X9Q5,Cl_42,P162,NSKVarioSurg 4,physiodispensor and piezosurgery units,5/24/2025,6,Sri Ganganagar,6,2,5/24/2025
A1E0S9,Cl_62,P174,Fastform FF-M140C Metal 3D Printer,dental 3d printer,12/2/2022,7,Mumbai,5,0,12/2/2022
B5E9G1,Cl_11,P75,Tealth Contra Angle Low SpeedHandpiece,dental handpeice,9/28/2025,7,Goregaon,9,23,9/28/2025
T5Z0R2,Cl_31,P40,NSK FX 22 Contra-Angle Handpiece,dental handpeice,7/29/2022,7,Bhuveshwar,4,55,7/29/2022
J0I8U4,Cl_85,P174,Fastform FF-M140C Metal 3D Printer,dental 3d printer,11/4/2025,7,Kottayam,9,4,11/4/2025
H8K0R8,Cl_50,P193,LubriMax 5 Pro,dental handpiece lubrication machine,11/1/2022,4,Raipur,5,44,11/1/2022
O0M3C0,Cl_81,P58,Tornado Super Torque Push Button,dental handpeice,11/28/2024,3,Hyderabad,9,65,11/28/2024
G4R3L6,Cl_72,P27,Runyes Portable Dental X-Ray (Gun-Type),imaging,3/7/2021,1,Kottayam,5,3,3/7/2021
B9I2K9,Cl_66,P4,Star Dental Chair,dental_chair,3/8/2023,10,Bhopal,9,4,3/8/2023
V6K0B4,Cl_94,P115,Shining 3D MetiSmile Face Scanner,face scanner,7/21/2022,10,Pune,5,4,7/21/2022
K0X9E0,Cl_39,P53,NSK S-Max Pico Optic Handpiece,dental handpeice,8/28/2023,5,Salem,8,65,8/28/2023
X7R5A2,Cl_25,P191,Inbuilt ScalerV3,ultrasonic scalers,7/16/2024,1,Boriwali,6,27,7/16/2024
R5S6F4,Cl_82,P56,Tornado Mini Head Handpiece,dental handpeice,5/14/2022,7,Bhopal,5,42,5/14/2022
F6X6A4,Cl_9,P219,CLINIC SET UP KIT 1 (Package-I),dental instruments,9/2/2024,6,Bargarh,2,4,9/2/2024
F7Y6P0,Cl_85,P166,Unicorn Zirconia Blanks (ST Pre-Shaded),lab consumables,10/22/2020,1,Kottayam,6,122,10/22/2020
V4B3E8,Cl_69,P123,Shinning 3D Autoscan DS EX Pro (C),dental lab scanner,9/1/2024,6,Salem,10,3,9/1/2024
T2E0O5,Cl_40,P19,Runyes Feng 23LClass B Autoclave,dental autoclaves,9/30/2022,9,Tirupattur,9,17,9/30/2022
Q0A1K1,Cl_8,P115,Shining 3D MetiSmile Face Scanner,face scanner,4/4/2025,2,Rajkot,10,1,4/4/2025
G9W0Z9,Cl_62,P131,ROLAND DWX 52 DCI Plus Milling Machine,dental milling machine,4/7/2020,6,Mumbai,10,1,4/7/2020
N7E1C7,Cl_95,P37,BIOLASE Waterlase iPlus All Tissue Laser,dental lasers,5/22/2025,1,Sangli,10,3,5/22/2025
F9Z6P7,Cl_69,P22,"Dynamic Compressor
Suction DAS001",dental compressors,5/16/2020,8,Salem,8,8,5/16/2020
C8C4G1,Cl_61,P164,Anycubic Standard 3D Printing Resin,lab consumables,8/30/2022,6,Jaipur-Rajasthan,7,293,8/30/2022
I3B0O0,Cl_25,P53,NSK S-Max Pico Optic Handpiece,dental handpeice,3/31/2021,2,Boriwali,8,53,3/31/2021
V1B9N6,Cl_38,P178,Phrozen Sonic Mighty 12K,dental 3d printer,1/29/2023,3,Navasari-Gujarat,6,3,1/29/2023
B5M5K0,Cl_36,P10,Anthos A7 plus,dental_chair,7/3/2023,2,Malappuram,6,5,7/3/2023
T7Y6X0,Cl_40,P35,Runyes Portable Dental X-Ray (Gun-Type),dental x-ray,12/2/2023,2,Tirupattur,6,6,12/2/2023
J1F6N7,Cl_32,P196,All-in-One PC Intraoral Camera,intraoral camera,11/24/2025,10,Alappuzha,3,1,11/24/2025
M4F5Y8,Cl_34,P182,GLB 120M Metal 3D Printer,dental 3d printer,1/29/2023,7,Yamuna Nagar,5,0,1/29/2023
Z5B7E0,Cl_13,P70,Tealth Mini Head High Speed Air Rotor Handpiece,dental handpeice,10/27/2024,1,Kurla,4,75,10/27/2024
Y7M9Y8,Cl_5,P25,Xpect Vision Size 1Intraoral Sensor,imaging,3/30/2020,8,Thane,10,2,3/30/2020
B3B1F3,Cl_92,P69,Tealth LED Standard Head High Speed Air Rotor Handpiece,dental handpeice,12/18/2025,6,Ghaziabad,3,65,12/18/2025
S2X3J1,Cl_49,P196,All-in-One PC Intraoral Camera,intraoral camera,8/13/2024,10,Jalgaon,6,2,8/13/2024
K5E4W5,Cl_42,P15,Melag Vacuclave 550 Autoclave,dental autoclaves,10/19/2020,2,Sri Ganganagar,7,9,10/19/2020
D2M0A7,Cl_1,P84,Piezo-X Advanced Piezosurgery Unit,implant uni-verse,3/6/2025,9,Surat,10,6,3/6/2025
M5G7U0,Cl_64,P28,RAYSCAN ? 3D Dental CBCT,imaging,11/21/2022,1,Chandigarh,6,1,11/21/2022
Y7E4G6,Cl_94,P35,Runyes Portable Dental X-Ray (Gun-Type),dental x-ray,4/29/2020,6,Pune,8,10,4/29/2020
R0C1H3,Cl_94,P193,LubriMax 5 Pro,dental handpiece lubrication machine,3/20/2025,4,Pune,4,88,3/20/2025
K7G1B7,Cl_98,P26,Carestream RVGCS 5200,imaging,3/30/2024,7,Noida,4,2,3/30/2024
